instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
INE916Y07040,759098,12AFIL27A,AFIL 12% 2027,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE916Y07032,759446,12AFIL27,AFIL 12% 2027 SR 1,9500.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE020B07ID2,2933,863REC29,BOND8.63% PA TF TR II S2A,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE020B07IG5,2947,888REC29,BOND8.88% PA TF TR II S2B,1175.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE020B07IE0,2935,861REC34,BOND8.61% PA TF TR II S3A,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE020B07IH3,2953,886REC34,BOND8.86% PA TF TR II S3B,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE031A07AO5,19928,764HUDCO31,7.64% TAX FREETRI SR2B,1148.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE031A07AT4,19930,769HUDCO31,7.69% TAX FREETRII SR2B,1150.02,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07660,591,840IRFC29,BOND 8.40% PA TF TI-SIIA,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07686,603,865IRFC29,BOND 8.65% PA TF TI-SIIB,1144.5,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07728,1991,863IRFC29,BOND 8.63% PA TF TII-SIIA,1127.1,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07744,1999,888IRFC29,BOND 8.88% PA TF TII-SIIB,1149.15,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07801,11730,728IRFC30,TAX FREE  7.28% SR. 103,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07819,11748,725IRFC35,TAX FREE  7.25% SR. 104,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07827,11751,732IRFC25,TAX FREE  7.32% SR. 102 A,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07835,11754,753IRFC30,TAX FREE  7.53% SR. 103 A,1084.5,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07876,15110,704IRFC26,TAX FREE 7.04% SR. 107,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07884,15112,735IRFC31,TAX FREE  7.35% SR. 108,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07892,15134,729IRFC26,TAX FREE  7.29% SR. 107A,1006.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE053F07900,15168,764IRFC31,TAX FREE  7.64% SR. 108A,1094.31,,,0.01,1.0,EQUITY,,NSE_EQ
INE090A08UL3,24328,753ICICI34,ICICI 7.53% 2034 DJU24LB,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE134E07208,20022,830PFCL27,8.30% TAX FREE NCD,1034.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE134E07455,20026,867PFCL33,8.67% TAX FREE NCD,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE134E07463,20028,892PFCL33,8.92% TAX FREE NCD,1318.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE134E07570,19972,735PFCL35,7.35% TAX FREE NCD,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE134E07588,19976,760PFCL35,7.60% TAX FREE NCD,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE202E07120,1380,855IREDA29,IREDA 8.55NCDTR I SR II A,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE202E07138,1391,880IREDA29,IREDA 8.80NCDTR I SR II B,1150.07,,,0.01,1.0,EQUITY,,NSE_EQ
INE202E07146,1383,855IREDA34,IREDA 8.55NCDTR I SR IIIA,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE202E07153,1393,880IREDA34,IREDA 8.80NCDTR I SR IIIB,1280.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE202E07229,20030,774IREDA31,7.74% TAX FREE NCD,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE261F07032,20034,764NABAR31,7.64% TAX FREE TRI SRIIB,1128.13,,,0.01,1.0,EQUITY,,NSE_EQ
INE261F07057,20032,735NABAR31,7.35% TAX FREE TRI SRIIA,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE306N08284,21221,9TCAP28,UNSERENCD9.00%SRIIICI&II,1205.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE306N08292,21225,910TCAP28,UNSERENCD9.1%SRIIICIII&IV,1042.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE306N07LL7,21194,855TCAPS27,SERENCD8.55%SR.IIICI&II,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE306N07LM5,21197,865TCAPS27,SERENCD8.65%SR.IIICIII&IV,1020.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE477L07AR0,7671,875IHFL29,SEC RE NCD 8.75% SR.VII,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE477L07AQ2,7668,843IHFL29,SEC RE NCD 8.43% SR.VI,961.25,,,0.01,1.0,EQUITY,,NSE_EQ
INE477L07AS8,7674,IIFLHF29,SEC RE NCD 0% SR.VIII,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE477L07AN9,7648,820IIFL27,SEC RE NCD 8.20% SR.III,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE477L07AO7,7662,850IIFL27,SEC RE NCD 8.50% SR.IV,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE477L07AP4,7666,IIFLHFZC27,SEC RE NCD 0% SR.V,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE511C07714,9982,85PFL26A,SEC RED NCD 10.75% SR.VII,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE511C07706,9975,829PFL29,SEC RED NCD 10.27% SR. VI,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE530B07260,13854,9IIFL28A,SEC RE NCD 9% SR.VI,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE530B07278,13858,IIFLZC28A,SEC RE NCD 0% SR.VII,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE530B07286,13850,865IIFL28A,SEC RE NCD 8.65% SR.V,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE530B07294,13845,875IIFL26A,SEC RE NCD 8.75% SR.III,1049.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE530B07310,13852,865IIFL28,SEC RE NCD 8.65% SR.V,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE530B07344,17024,85IFL26,SEC RE NCD 8.5% SR.III,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE530B07351,17034,IIFLZC26B,SEC RE NCD 0% SR.IV,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE530L07228,17866,957NIDO26,SEC RED NCD 9.57% SR. V,976.2,,,0.01,1.0,EQUITY,,NSE_EQ
INE530L07236,17868,NIDOZC26,SEC RED NCD SR. VII,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE530L07210,17864,10NIDO26,SEC RED NCD 10% SR. VI,1011.02,,,0.01,1.0,EQUITY,,NSE_EQ
INE557F07108,31967,863NHB34,BOND 8.76%PA TF TR-I S 3A,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE557F07124,31969,888NHB29,BOND 8.88%PA TF TR-I S 2B,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE557F07132,31970,901NHB34,BOND 9.01%PA TF TR-I S 3B,6590.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE557F07157,1758,868NHB29,NHB 8.68 NCD TR II SR 2 A,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE557F07165,1761,865NHB34,NHB 8.65 NCD TR II SR 3 A,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE557F07181,1765,893NHB29,NHB 8.93 NCD TR II SR 2 B,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE557F07199,1767,890NHB34,NHB 8.90 NCD TR II SR 3 B,6350.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE557F07090,31966,876NHB34,BOND 8.63%PA TF TR-I S 3A,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE721A07NU1,498,903SFL28,SEC RED NCD 9.03% SR. II,1047.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE721A07NX5,1001,94SFL28,SEC RED NCD 9.40% SR. V,1046.94,,,0.01,1.0,EQUITY,,NSE_EQ
INE721A07OF0,6168,97SFL28,SEC RED NCD 9.70% SR. V,1139.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE721A07OC7,6149,930SFL28,SEC RED NCD 9.30% SR. II,1078.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE721A07ON4,8625,957ICCL25,SEC RED NCD 9.30% SR. II,1065.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE721A07OQ7,8642,97SFL29,SEC RED NCD 9.70% SR. V,1090.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE721A07PE0,12933,97SFL26,SEC RED NCD 9.7% SR.VII,1027.5,,,0.01,1.0,EQUITY,,NSE_EQ
INE721A07PA8,12919,931SFL26,SEC RED NCD 9.31% SR.III,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE721A07PH3,12941,SFLZC26A,SEC RED NCD SR.X,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE721A07PK7,17159,875SFL27,SEC RED NCD 8.75% SR.III,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE721A07PN1,17172,91SFL27,SEC RED NCD 9.10% SR.VI,1069.99,,,0.01,1.0,EQUITY,,NSE_EQ
INE804I078Y8,4288,943ECL28,SEC RED NCD 9.43% SR. VI,981.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE804I079Y6,4292,985ECL28,SEC RED NCD 9.85% SR. VII,995.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE906B07DE1,186,850NHAI29,8.50% TAX FREE TR I S IIA,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE906B07DF8,192,875NHAI29,8.75% TAX FREE TR I S IIB,1158.01,,,0.01,1.0,EQUITY,,NSE_EQ
INE906B07EG4,11949,714NHAI26,TAX FREE7.14% SR.IA,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE906B07EH2,11952,739NHAI26,TAX FREE7.39% SR.IB,1039.9,,,0.01,1.0,EQUITY,,NSE_EQ
INE906B07EI0,11954,735NHAI31,TAX FREE7.35% SR.IIA,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE906B07EJ8,12003,76NHAI31,TAX FREE7.60% SR.IIB,1130.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE906B07EM2,14497,704NHAI26,TAX FREE 7.04% SR. IA,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE906B07EN0,14499,729NHAI26,TAX FREE 7.29% SR. IB,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE906B07EO8,14522,739NHAI31A,TAX FREE 7.39% SR. IIA,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE906B07EP5,14529,769NHAI31,TAX FREE 7.69% SR. IIB,1098.99,,,0.01,1.0,EQUITY,,NSE_EQ
INE915D07P73,25459,CITI26,CITI NIFTY 50 INDEX 2026,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE976I07CS1,22684,799TCL29,TATA CAP 7.99% 2029 SR B,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE976I07CT9,22919,8258TCL27,TCL 8.285% 2027 SR C,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE976I07CU7,23578,TCL26,TCL MARKET LINK 2026 SRA,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE976I07CV5,23809,8137TCL24,TCL 8.137% 2029 SR A,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE976I07CX1,24558,801TCL34,TCL 8.01% 2034,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE976I07CY9,29973,80980TCL27,TCL 8.0980% 2027,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE976I07CZ6,755990,762TCL30,TCL 7.62% 2030 SR A,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INE151A08356,759101,677TCL28,TCL 6.77% 2028,0.0,,,0.01,1.0,EQUITY,,NSE_EQ
INF204KB1882,17700,LTGILTBEES,NIP IND ETF LONGTERM GILT,28.96,,,0.01,1.0,EQUITY,,NSE_EQ
INF204KB19I1,18284,HNGSNGBEES,NIP IND ETF HANGSENG BEES,563.54,,,0.01,1.0,EQUITY,,NSE_EQ
INF204KB15I9,11439,BANKBEES,NIP IND ETF BANK BEES,580.46,,,0.01,1.0,EQUITY,,NSE_EQ
INF204KA1LD7,2435,CONSUMBEES,NIP IND ETF CONSUMPTION,135.77,,,0.01,1.0,EQUITY,,NSE_EQ
INF204KA1MS3,2636,DIVOPPBEES,NIP IND ETF DIV OPP,78.34,,,0.01,1.0,EQUITY,,NSE_EQ
INF204KC1089,4973,PHARMABEES,NIPPONAMC - NETFPHARMA,22.31,,,0.01,1.0,EQUITY,,NSE_EQ
INF204KC1337,7880,AUTOBEES,NIPPONAMC - NETFAUTO,275.8,,,0.01,1.0,EQUITY,,NSE_EQ
INF732E01268,20072,INFRABEES,NIP IND ETF INFRA BEES,938.07,,,0.01,1.0,EQUITY,,NSE_EQ
INF732E01045,10939,JUNIORBEES,NIP IND ETF JUNIOR BEES,737.51,,,0.01,1.0,EQUITY,,NSE_EQ
INF732E01037,11006,LIQUIDBEES,NIP IND ETF LIQUID BEES,999.99,,,0.01,1.0,EQUITY,,NSE_EQ
INF204KC1402,8080,SILVERBEES,NIPPONAMC - NETFSILVER,143.67,,,0.01,1.0,EQUITY,,NSE_EQ
INF732E01128,17044,SHARIABEES,NIP IND ETF SHARIAH BEES,492.93,,,0.01,1.0,EQUITY,,NSE_EQ
INF204KC1030,3172,GILT5YBEES,RELCAPAMC - NETFGILT5Y,63.29,,,0.01,1.0,EQUITY,,NSE_EQ
INF204KC1022,3022,SDL26BEES,RELCAPAMC-NETFSDL26,133.62,,,0.01,1.0,EQUITY,,NSE_EQ
INF174K014P6,18102,NIFTY1,KOTAK NIFTY ETF,275.14,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1HJ8,14858,GOLD1,KOTAK GOLD ETF,99.82,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1KU9,13082,SILVER1,KOTAKMAMC - KOTAKSILVE,145.4,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1LV5,13950,LIQUID1,KOTAKMAMC - KOTAKLIQ,1071.83,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1JE5,10512,CONS,KOTAKMAMC - KOTAKCONS,124.99,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1JF2,10676,MNC,KOTAKMAMC - KOTAKMNC,30.7,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1IB3,8077,MIDCAP,KOTAKMAMC - KOTAKMID50,167.07,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1IA5,7412,ALPHA,KOTAKMAMC - KOTAKALPHA,48.31,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1IY5,8632,LOWVOL1,KOTAKMAMC - KOTAKLOVOL,20.98,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1GC5,2627,IT,KOTAKMAMC - KOTAKIT,37.73,,,0.01,1.0,EQUITY,,NSE_EQ
INF174K01Z71,11457,NV20,KOTAKMAMC - KTKNV20ETF,148.17,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1F59,5851,BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,580.69,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1WT6,757946,QUALITY30,KOTAKMAMC - QUALITY30,20.82,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1VW2,30469,MID150,KOTAKMAMC - MID150,21.79,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1VD2,29758,MSCIINDIA,KOTAKMAMC - MSCIINDIA,29.77,,,0.01,1.0,EQUITY,,NSE_EQ
INF174KA1UW4,29944,NIFTY100EW,KOTAKMAMC - NIFTY100EW,33.4,,,0.01,1.0,EQUITY,,NSE_EQ
INF109K1A153,755881,EVIETF,ICICIPRAMC - EVIETF,31.19,,,0.01,1.0,EQUITY,,NSE_EQ
INF109K1A344,757781,TOP15IETF,ICICIPRAMC - TOP15IETF,10.59,,,0.01,1.0,EQUITY,,NSE_EQ
INF109KB15Y7,522,ICICIB22,ICICIPRAMC - BHARATIWIN,112.23,,,0.01,1.0,EQUITY,,NSE_EQ
INF109KC1134,24404,ABGSEC,BIRLASLAMC - ABGSEC,110.7,,,0.01,1.0,EQUITY,,NSE_EQ
INF209KB19F6,8003,SILVER,BIRLASLAMC - SILVER,149.67,,,0.01,1.0,EQUITY,,NSE_EQ
INF209KB19D1,24781,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,29.06,,,0.01,1.0,EQUITY,,NSE_EQ
INF209KB18T9,14518,ABSLLIQUID,BIRLASLAMC - ABSLLIQUID,999.99,,,0.01,1.0,EQUITY,,NSE_EQ
INF209KB18D3,23804,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,105.6,,,0.01,1.0,EQUITY,,NSE_EQ
INF209KB17D5,13987,ABSLBANETF,BIRLASLAMC - ABSLBANETF,57.37,,,0.01,1.0,EQUITY,,NSE_EQ
INF209KB16D7,7339,ABSLNN50ET,BIRLASLAMC - ABSLNN50ET,71.47,,,0.01,1.0,EQUITY,,NSE_EQ
INF209KB15K4,10690,NIFTYQLITY,BIRLASLAMC - NIFTYQLITY,21.41,,,0.01,1.0,EQUITY,,NSE_EQ
INF209KB11D8,6462,TECH,BIRLASLAMC - TECH,36.96,,,0.01,1.0,EQUITY,,NSE_EQ
INF209KB10E8,5957,BSLSENETFG,BIRLASLAMC - BSLSENETFG,81.55,,,0.01,1.0,EQUITY,,NSE_EQ
INF209KB10C2,6297,HEALTHY,BIRLASLAMC - HEALTHY,14.84,,,0.01,1.0,EQUITY,,NSE_EQ
INF846K01Z12,3608,AXISHCETF,AXISAMC - AXISHCETF,147.13,,,0.01,1.0,EQUITY,,NSE_EQ
INF846K01Z04,3530,AXISBPSETF,AXISAMC - AXISBPSETF,12.98,,,0.01,1.0,EQUITY,,NSE_EQ
INF846K01Y96,3010,AXISTECETF,AXISAMC - AXISTECETF,375.71,,,0.01,1.0,EQUITY,,NSE_EQ
INF846K01X63,1044,AXISBNKETF,AXISAMC - AXISBNKETF,577.75,,,0.01,1.0,EQUITY,,NSE_EQ
INF846K010Q0,14742,AXSENSEX,AXISAMC - AXSENSEX,83.94,,,0.01,1.0,EQUITY,,NSE_EQ
INF846K01W98,21252,AXISNIFTY,AXISAMC - AXISNIFTY,275.02,,,0.01,1.0,EQUITY,,NSE_EQ
INF846K01W80,20532,AXISGOLD,AXIS MF - AXIS GOLD ETF,100.09,,,0.01,1.0,EQUITY,,NSE_EQ
